dat_yer,dst_num,dst_tye,dst_nam,sch_num,sch_nam,sai_mal,sai_fem,api_mal,api_fem,blk_mal,blk_fem,shl_mal,shl_fem,hpi_mal,hpi_fem,oip_mal,oip_fem,wht_mal,wht_fem,smr_mal,smr_fem,tot_mal,tot_fem,tot_mny,tot_tot,cou_num,cou_nam,sch_cls,eco_dev
21-22,286.0,1.0,BROOKLYN CENTER SCHOOL DISTRICT    ,221.0,INSIGHT SCHOOL OF MINNESOTA        ,1.0,5.0,1.0,1.0,9.0,7.0,3.0,11.0,0.0,0.0,0.0,0.0,29.0,28.0,2.0,2.0,45.0,54.0,42.0,99.0,27,Hennepin                                     ,46,11 
21-22,286.0,1.0,BROOKLYN CENTER SCHOOL DISTRICT    ,763.0,Brooklyn Center Early College Acad ,0.0,0.0,2.0,1.0,6.0,10.0,3.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,14.0,19.0,32.0,33.0,27,Hennepin                                     ,41,11 
21-22,287.0,6.0,Intermediate School District 287   ,0.0,District Totals,4.0,1.0,8.0,3.0,33.0,18.0,12.0,11.0,0.0,0.0,0.0,0.0,58.0,33.0,5.0,4.0,120.0,70.0,99.0,190.0,27,Hennepin                                     , ,11 
21-22,287.0,6.0,Intermediate School District 287   ,301.0,Tier One                           ,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,6.0,3.0,3.0,9.0,27,Hennepin                                     ,50,11 
21-22,287.0,6.0,Intermediate School District 287   ,302.0,Tier Two                           ,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,14.0,3.0,1.0,0.0,21.0,7.0,11.0,28.0,27,Hennepin                                     ,50,11 
21-22,287.0,6.0,Intermediate School District 287   ,303.0,Tier Three                         ,0.0,0.0,1.0,0.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,0.0,0.0,26.0,3.0,12.0,29.0,27,Hennepin                                     ,50,11 
21-22,287.0,6.0,Intermediate School District 287   ,622.0,South Education Center Academy     ,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,6.0,7.0,27,Hennepin                                     ,41,11 
21-22,287.0,6.0,Intermediate School District 287   ,626.0,270 HOPKINS ALTERNATIVE            ,0.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,6.0,8.0,27,Hennepin                                     ,41,11 
21-22,287.0,6.0,Intermediate School District 287   ,766.0,District 287 - ALC - IS            ,0.0,0.0,3.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,8.0,6.0,10.0,14.0,27,Hennepin                                     ,41,11 
21-22,287.0,6.0,Intermediate School District 287   ,772.0,North Education Center Academy     ,1.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,3.0,3.0,14.0,11.0,17.0,27,Hennepin                                     ,41,11 
21-22,287.0,6.0,Intermediate School District 287   ,800.0,WEST EDUCATION CENTER ALTERNATIVE  ,0.0,0.0,0.0,0.0,8.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,8.0,1.0,1.0,14.0,14.0,15.0,28.0,27,Hennepin                                     ,41,11 
21-22,287.0,6.0,Intermediate School District 287   ,801.0,Hennepin Gateway To College        ,2.0,0.0,2.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,2.0,2.0,0.0,16.0,5.0,13.0,21.0,27,Hennepin                                     ,41,11 
21-22,287.0,6.0,Intermediate School District 287   ,808.0,ALC - SECA - EY                    ,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,27,Hennepin                                     ,41,11 
21-22,287.0,6.0,Intermediate School District 287   ,810.0,ALC - W-ALT - EY                   ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,27,Hennepin                                     ,41,11 
21-22,287.0,6.0,Intermediate School District 287   ,811.0,ALC - Gateway - EY                 ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0,4.0,27,Hennepin                                     ,41,11 
21-22,287.0,6.0,Intermediate School District 287   ,814.0,Eden Prairie HS ALC                ,0.0,0.0,0.0,1.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,6.0,12.0,7.0,18.0,27,Hennepin                                     ,41,11 
21-22,287.0,6.0,Intermediate School District 287   ,815.0,Mound Westonka HS ALC              ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,27,Hennepin                                     ,41,11 
21-22,288.0,6.0,Southwest Metro Intermediate 288   ,0.0,District Totals,1.0,2.0,5.0,1.0,6.0,1.0,12.0,3.0,0.0,0.0,0.0,0.0,51.0,18.0,0.0,1.0,75.0,26.0,32.0,101.0,70,Scott                                        , ,11 
21-22,288.0,6.0,Southwest Metro Intermediate 288   ,11.0,SWMetro Shakopee Special Ed        ,0.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,23.0,2.0,7.0,25.0,70,Scott                                        ,50,11 
21-22,288.0,6.0,Southwest Metro Intermediate 288   ,12.0,SWMetro Level 4 Programs           ,0.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,7.0,3.0,6.0,10.0,70,Scott                                        ,50,11 
21-22,288.0,6.0,Southwest Metro Intermediate 288   ,20.0,SWMetro ALC                        ,1.0,0.0,0.0,0.0,2.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,13.0,9.0,0.0,0.0,21.0,11.0,10.0,32.0,70,Scott                                        ,41,11 
21-22,288.0,6.0,Southwest Metro Intermediate 288   ,25.0,SWMetro Seat Based                 ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,3.0,70,Scott                                        ,41,11 
21-22,288.0,6.0,Southwest Metro Intermediate 288   ,26.0,SWMetro Independent Study          ,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,4.0,70,Scott                                        ,41,11 
21-22,288.0,6.0,Southwest Metro Intermediate 288   ,27.0,SWMetro Online Learning            ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,4.0,3.0,2.0,7.0,70,Scott                                        ,46,11 
21-22,288.0,6.0,Southwest Metro Intermediate 288   ,34.0,SWMetro Reflections                ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,70,Scott                                        ,79,11 
21-22,288.0,6.0,Southwest Metro Intermediate 288   ,37.0,SWMetro Annica Program             ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,70,Scott                                        ,79,11 
21-22,288.0,6.0,Southwest Metro Intermediate 288   ,829.0,SWMetro Waseca                     ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,70,Scott                                        ,50,11 
21-22,288.0,6.0,Southwest Metro Intermediate 288   ,864.0,SWMetro Lakeside Academy           ,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,2.0,6.0,70,Scott                                        ,77,11 
21-22,288.0,6.0,Southwest Metro Intermediate 288   ,865.0,SWMetro JAF                        ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,70,Scott                                        ,77,11 
21-22,288.0,6.0,Southwest Metro Intermediate 288   ,877.0,SWMetro Buffalo-Transitions        ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,8.0,2.0,0.0,10.0,70,Scott                                        ,50,11 
21-22,294.0,1.0,HOUSTON PUBLIC SCHOOL DISTRICT     ,0.0,District Totals,2.0,3.0,0.0,1.0,4.0,9.0,7.0,7.0,0.0,0.0,0.0,0.0,39.0,72.0,3.0,3.0,55.0,95.0,39.0,150.0,28,Houston                                      , ,10 
21-22,294.0,1.0,HOUSTON PUBLIC SCHOOL DISTRICT     ,7.0,SUMMIT LEARNING PROGRAM            ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,6.0,1.0,7.0,28,Houston                                      ,42,10 
21-22,294.0,1.0,HOUSTON PUBLIC SCHOOL DISTRICT     ,12.0,Minnesota Virtual Academy High     ,2.0,2.0,0.0,1.0,3.0,9.0,6.0,7.0,0.0,0.0,0.0,0.0,31.0,46.0,1.0,3.0,43.0,68.0,34.0,111.0,28,Houston                                      ,46,10 
21-22,294.0,1.0,HOUSTON PUBLIC SCHOOL DISTRICT     ,20.0,HOUSTON SECONDARY                  ,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,20.0,2.0,0.0,11.0,21.0,4.0,32.0,28,Houston                                      ,33,10 
21-22,297.0,1.0,SPRING GROVE SCHOOL DISTRICT       ,0.0,District Totals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,0.0,0.0,7.0,16.0,0.0,23.0,28,Houston                                      , ,10 
21-22,297.0,1.0,SPRING GROVE SCHOOL DISTRICT       ,20.0,SPRING GROVE SECONDARY             ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,0.0,0.0,7.0,16.0,0.0,23.0,28,Houston                                      ,33,10 
21-22,299.0,1.0,CALEDONIA PUBLIC SCHOOL DISTRICT   ,0.0,District Totals,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,28.0,1.0,0.0,37.0,29.0,2.0,66.0,28,Houston                                      , ,10 
21-22,299.0,1.0,CALEDONIA PUBLIC SCHOOL DISTRICT   ,32.0,CALEDONIA SENIOR HIGH              ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,28.0,1.0,0.0,37.0,29.0,2.0,66.0,28,Houston                                      ,32,10 
21-22,300.0,1.0,LA CRESCENT-HOKAH SCHOOL DISTRICT  ,0.0,District Totals,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,40.0,4.0,3.0,50.0,43.0,8.0,93.0,28,Houston                                      , ,10 
21-22,300.0,1.0,LA CRESCENT-HOKAH SCHOOL DISTRICT  ,20.0,LA CRESCENT SENIOR HIGH            ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,40.0,4.0,3.0,50.0,43.0,8.0,93.0,28,Houston                                      ,32,10 
21-22,306.0,1.0,Laporte Public School District     ,0.0,District Totals,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,6.0,5.0,3.0,11.0,29,Hubbard                                      , ,02 
21-22,306.0,1.0,Laporte Public School District     ,20.0,LAPORTE SECONDARY                  ,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,6.0,5.0,3.0,11.0,29,Hubbard                                      ,32,02 
21-22,308.0,1.0,NEVIS PUBLIC SCHOOL DISTRICT       ,0.0,District Totals,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,19.0,2.0,0.0,17.0,22.0,8.0,39.0,29,Hubbard                                      , ,02 
21-22,308.0,1.0,NEVIS PUBLIC SCHOOL DISTRICT       ,20.0,NEVIS SECONDARY                    ,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,18.0,2.0,0.0,16.0,21.0,8.0,37.0,29,Hubbard                                      ,33,02 
21-22,308.0,1.0,NEVIS PUBLIC SCHOOL DISTRICT       ,30.0,NEVIS AREA LEARNING PROGRAM        ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,29,Hubbard                                      ,42,02 
21-22,309.0,1.0,PARK RAPIDS PUBLIC SCHOOL DISTRICT ,0.0,District Totals,1.0,2.0,0.0,1.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,30.0,44.0,0.0,1.0,34.0,54.0,14.0,88.0,29,Hubbard                                      , ,02 
21-22,309.0,1.0,PARK RAPIDS PUBLIC SCHOOL DISTRICT ,60.0,PARK RAPIDS SENIOR HIGH            ,1.0,1.0,0.0,1.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,27.0,38.0,0.0,1.0,30.0,47.0,12.0,77.0,29,Hubbard                                      ,32,02 
21-22,309.0,1.0,PARK RAPIDS PUBLIC SCHOOL DISTRICT ,90.0,HEADWATERS EDUC LEARNING PROGRAM   ,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,4.0,7.0,2.0,11.0,29,Hubbard                                      ,41,02 
21-22,314.0,1.0,BRAHAM PUBLIC SCHOOL DISTRICT      ,0.0,District Totals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,20.0,0.0,1.0,16.0,22.0,2.0,38.0,30,Isanti                                       , ,07E
21-22,314.0,1.0,BRAHAM PUBLIC SCHOOL DISTRICT      ,1.0,BRAHAM AREA SECONDARY              ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,20.0,0.0,1.0,16.0,22.0,2.0,38.0,30,Isanti                                       ,33,07E
21-22,316.0,1.0,GREENWAY PUBLIC SCHOOL DISTRICT    ,0.0,District Totals,4.0,3.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,29.0,22.0,1.0,0.0,38.0,26.0,13.0,64.0,31,Itasca                                       , ,03 
21-22,316.0,1.0,GREENWAY PUBLIC SCHOOL DISTRICT    ,310.0,GREENWAY SENIOR HIGH               ,4.0,3.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,29.0,22.0,1.0,0.0,38.0,26.0,13.0,64.0,31,Itasca                                       ,32,03 
21-22,317.0,1.0,DEER RIVER PUBLIC SCHOOL DISTRICT  ,0.0,District Totals,9.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,11.0,0.0,1.0,21.0,21.0,19.0,42.0,31,Itasca                                       , ,03 
21-22,317.0,1.0,DEER RIVER PUBLIC SCHOOL DISTRICT  ,1.0,DEER RIVER SECONDARY               ,9.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,11.0,0.0,1.0,21.0,19.0,17.0,40.0,31,Itasca                                       ,33,03 
21-22,317.0,1.0,DEER RIVER PUBLIC SCHOOL DISTRICT  ,10.0,Deer River High School ALP         ,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,31,Itasca                                       ,42,03 
21-22,318.0,1.0,GRAND RAPIDS PUBLIC SCHOOL DISTRICT,0.0,District Totals,17.0,15.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,157.0,178.0,6.0,5.0,185.0,200.0,50.0,385.0,31,Itasca                                       , ,03 
21-22,318.0,1.0,GRAND RAPIDS PUBLIC SCHOOL DISTRICT,350.0,BIGFORK SECONDARY                  ,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,6.0,1.0,0.0,15.0,8.0,4.0,23.0,31,Itasca                                       ,33,03 
21-22,318.0,1.0,GRAND RAPIDS PUBLIC SCHOOL DISTRICT,360.0,GRAND RAPIDS SENIOR HIGH           ,8.0,8.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,106.0,123.0,4.0,2.0,122.0,134.0,27.0,256.0,31,Itasca                                       ,32,03 
21-22,318.0,1.0,GRAND RAPIDS PUBLIC SCHOOL DISTRICT,365.0,GRAND RAPIDS AREA LEARNING CENTER  ,8.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,38.0,49.0,1.0,3.0,48.0,58.0,19.0,106.0,31,Itasca                                       ,41,03 
21-22,319.0,1.0,NASHWAUK-KEEWATIN SCHOOL DISTRICT  ,0.0,District Totals,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,9.0,1.0,1.0,20.0,11.0,3.0,31.0,31,Itasca                                       , ,03 
21-22,319.0,1.0,NASHWAUK-KEEWATIN SCHOOL DISTRICT  ,50.0,NASHWAUK SECONDARY                 ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,9.0,1.0,1.0,20.0,11.0,3.0,31.0,31,Itasca                                       ,33,03 
21-22,323.0,2.0,FRANCONIA PUBLIC SCHOOL DISTRICT   ,0.0,District Totals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,13,Chisago                                      , ,07E
21-22,323.0,2.0,FRANCONIA PUBLIC SCHOOL DISTRICT   ,10.0,FRANCONIA SCHOOL RECORD            ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,13,Chisago                                      ,71,07E
21-22,330.0,1.0,HERON LAKE-OKABENA SCHOOL DISTRICT ,0.0,District Totals,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,21.0,11.0,0.0,0.0,23.0,14.0,5.0,37.0,32,Jackson                                      , ,08 
21-22,330.0,1.0,HERON LAKE-OKABENA SCHOOL DISTRICT ,30.0,Heron Lake-Okabena Secondary       ,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,21.0,11.0,0.0,0.0,23.0,14.0,5.0,37.0,32,Jackson                                      ,33,08 
21-22,332.0,1.0,MORA PUBLIC SCHOOL DISTRICT        ,0.0,District Totals,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,51.0,56.0,3.0,0.0,56.0,59.0,8.0,115.0,33,Kanabec                                      , ,07E
21-22,332.0,1.0,MORA PUBLIC SCHOOL DISTRICT        ,40.0,MORA SECONDARY                     ,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,43.0,49.0,3.0,0.0,47.0,52.0,7.0,99.0,33,Kanabec                                      ,33,07E
21-22,332.0,1.0,MORA PUBLIC SCHOOL DISTRICT        ,50.0,MORA ALTERNATIVE LEARNING CENTER   ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,0.0,0.0,9.0,7.0,1.0,16.0,33,Kanabec                                      ,41,07E
21-22,333.0,1.0,OGILVIE PUBLIC SCHOOL DISTRICT     ,0.0,District Totals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,21.0,0.0,0.0,27.0,21.0,0.0,48.0,33,Kanabec                                      , ,07E
21-22,333.0,1.0,OGILVIE PUBLIC SCHOOL DISTRICT     ,20.0,OGILVIE SECONDARY                  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,21.0,0.0,0.0,26.0,21.0,0.0,47.0,33,Kanabec                                      ,33,07E
21-22,333.0,1.0,OGILVIE PUBLIC SCHOOL DISTRICT     ,60.0,LION Program-Alternative Education ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,33,Kanabec                                      ,42,07E
21-22,345.0,1.0,NEW LONDON-SPICER SCHOOL DISTRICT  ,0.0,District Totals,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,55.0,49.0,0.0,0.0,56.0,50.0,2.0,106.0,34,Kandiyohi                                    , ,06E
21-22,345.0,1.0,NEW LONDON-SPICER SCHOOL DISTRICT  ,30.0,NEW LONDON-SPICER SR.              ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,55.0,47.0,0.0,0.0,56.0,48.0,2.0,104.0,34,Kandiyohi                                    ,32,06E
21-22,345.0,1.0,NEW LONDON-SPICER SCHOOL DISTRICT  ,31.0,NEW LONDON ALTERNATIVE SCHOOL      ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,34,Kandiyohi                                    ,42,06E
21-22,347.0,1.0,WILLMAR PUBLIC SCHOOL DISTRICT     ,0.0,District Totals,2.0,1.0,4.0,4.0,29.0,23.0,47.0,55.0,0.0,0.0,0.0,0.0,73.0,77.0,5.0,0.0,160.0,160.0,170.0,320.0,34,Kandiyohi                                    , ,06E
21-22,347.0,1.0,WILLMAR PUBLIC SCHOOL DISTRICT     ,300.0,WILLMAR SENIOR HIGH                ,0.0,1.0,4.0,4.0,24.0,19.0,34.0,35.0,0.0,0.0,0.0,0.0,62.0,66.0,2.0,0.0,126.0,125.0,123.0,251.0,34,Kandiyohi                                    ,32,06E
21-22,347.0,1.0,WILLMAR PUBLIC SCHOOL DISTRICT     ,931.0,Prairie Lakes Education Center     ,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,9.0,1.0,6.0,10.0,34,Kandiyohi                                    ,77,06E
21-22,347.0,1.0,WILLMAR PUBLIC SCHOOL DISTRICT     ,941.0,Lake Park School                   ,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,2.0,4.0,34,Kandiyohi                                    ,77,06E
21-22,347.0,1.0,WILLMAR PUBLIC SCHOOL DISTRICT     ,949.0,WILLMAR AREA LEARNING CENTER       ,0.0,0.0,0.0,0.0,3.0,3.0,13.0,19.0,0.0,0.0,0.0,0.0,7.0,9.0,1.0,0.0,24.0,31.0,39.0,55.0,34,Kandiyohi                                    ,41,06E
21-22,356.0,1.0,LANCASTER PUBLIC SCHOOL DISTRICT   ,0.0,District Totals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,4.0,9.0,0.0,13.0,35,Kittson                                      , ,01 
21-22,356.0,1.0,LANCASTER PUBLIC SCHOOL DISTRICT   ,20.0,LANCASTER SECONDARY                ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,4.0,9.0,0.0,13.0,35,Kittson                                      ,33,01 
21-22,361.0,1.0,INTERNATIONAL FALLS SCHOOL DISTRICT,0.0,District Totals,2.0,5.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,29.0,26.0,1.0,0.0,34.0,32.0,11.0,66.0,36,Koochiching                                  , ,03 
21-22,361.0,1.0,INTERNATIONAL FALLS SCHOOL DISTRICT,1.0,FALLS SECONDARY                    ,2.0,5.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,29.0,26.0,1.0,0.0,34.0,32.0,11.0,66.0,36,Koochiching                                  ,33,03 
21-22,362.0,1.0,LITTLEFORK-BIG FALLS SCHOOL DIST.  ,0.0,District Totals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,14.0,0.0,0.0,7.0,15.0,1.0,22.0,36,Koochiching                                  , ,03 
21-22,362.0,1.0,LITTLEFORK-BIG FALLS SCHOOL DIST.  ,30.0,LITTLEFORK-BIG FALLS SECONDARY     ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,14.0,0.0,0.0,7.0,15.0,1.0,22.0,36,Koochiching                                  ,33,03 
21-22,363.0,1.0,SOUTH KOOCHICHING SCHOOL DISTRICT  ,0.0,District Totals,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,5.0,9.0,4.0,14.0,36,Koochiching                                  , ,03 
21-22,363.0,1.0,SOUTH KOOCHICHING SCHOOL DISTRICT  ,60.0,INDUS SECONDARY                    ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,3.0,2.0,0.0,5.0,36,Koochiching                                  ,33,03 
21-22,363.0,1.0,SOUTH KOOCHICHING SCHOOL DISTRICT  ,70.0,NORTHOME SECONDARY                 ,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,7.0,4.0,9.0,36,Koochiching                                  ,33,03 
21-22,378.0,1.0,DAWSON-BOYD PUBLIC SCHOOL DISTRICT ,0.0,District Totals,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,23.0,9.0,0.0,1.0,24.0,11.0,3.0,35.0,37,Lac qui Parle                                , ,06W
21-22,378.0,1.0,DAWSON-BOYD PUBLIC SCHOOL DISTRICT ,20.0,DAWSON-BOYD SECONDARY              ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,23.0,9.0,0.0,1.0,24.0,11.0,3.0,35.0,37,Lac qui Parle                                ,33,06W
21-22,381.0,1.0,LAKE SUPERIOR PUBLIC SCHOOL DIST.  ,0.0,District Totals,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,56.0,34.0,0.0,1.0,60.0,36.0,6.0,96.0,38,Lake                                         , ,03 
21-22,381.0,1.0,LAKE SUPERIOR PUBLIC SCHOOL DIST.  ,90.0,Wm. M. Kelley Secondary            ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,0.0,1.0,8.0,11.0,2.0,19.0,38,Lake                                         ,33,03 
21-22,381.0,1.0,LAKE SUPERIOR PUBLIC SCHOOL DIST.  ,200.0,TWO HARBORS SECONDARY              ,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,47.0,25.0,0.0,0.0,51.0,25.0,4.0,76.0,38,Lake                                         ,33,03 
