dat_yer,dst_num,dst_tye,dst_nam,sch_num,sch_nam,sai_mal,sai_fem,api_mal,api_fem,blk_mal,blk_fem,shl_mal,shl_fem,hpi_mal,hpi_fem,oip_mal,oip_fem,wht_mal,wht_fem,smr_mal,smr_fem,tot_mal,tot_fem,tot_mny,tot_tot,cou_num,cou_nam,sch_cls,eco_dev
21-22,4025.0,7.0,CYBER VILLAGE ACADEMY              ,50.0,CVA Fusion High School (9-12)      ,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,1.0,8.0,7.0,6.0,15.0,27,Hennepin                                     ,32,11 
21-22,4026.0,7.0,E.C.H.O. CHARTER SCHOOL            ,0.0,District Totals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,3.0,1.0,5.0,87,Yellow Medicine                              , ,06W
21-22,4026.0,7.0,E.C.H.O. CHARTER SCHOOL            ,10.0,E.C.H.O. Secondary                 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,3.0,1.0,5.0,87,Yellow Medicine                              ,33,06W
21-22,4027.0,7.0,HIGHER GROUND ACADEMY              ,0.0,District Totals,0.0,0.0,0.0,0.0,26.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,28.0,54.0,54.0,62,Ramsey                                       , ,11 
21-22,4027.0,7.0,HIGHER GROUND ACADEMY              ,30.0,Higher Ground Secondary Academy    ,0.0,0.0,0.0,0.0,26.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,28.0,54.0,54.0,62,Ramsey                                       ,33,11 
21-22,4029.0,7.0,ST. PAUL CITY SCHOOL               ,0.0,District Totals,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,4.0,3.0,2.0,7.0,62,Ramsey                                       , ,11 
21-22,4029.0,7.0,ST. PAUL CITY SCHOOL               ,30.0,River's Edge Academy               ,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,4.0,3.0,2.0,7.0,62,Ramsey                                       ,32,11 
21-22,4031.0,7.0,Jennings Community School          ,0.0,District Totals,2.0,1.0,2.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,13.0,6.0,14.0,19.0,62,Ramsey                                       , ,11 
21-22,4031.0,7.0,Jennings Community School          ,10.0,JENNINGS EXPERIENTIAL HIGH SCHOOL  ,2.0,1.0,2.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,13.0,6.0,14.0,19.0,62,Ramsey                                       ,32,11 
21-22,4036.0,7.0,FACE TO FACE ACADEMY               ,0.0,District Totals,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,4.0,8.0,7.0,12.0,62,Ramsey                                       , ,11 
21-22,4036.0,7.0,FACE TO FACE ACADEMY               ,10.0,FACE TO FACE ACADEMY               ,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,4.0,8.0,7.0,12.0,62,Ramsey                                       ,33,11 
21-22,4039.0,7.0,HIGH SCHOOL FOR RECORDING ARTS     ,0.0,District Totals,5.0,4.0,0.0,2.0,28.0,40.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,6.0,42.0,58.0,96.0,100.0,62,Ramsey                                       , ,11 
21-22,4039.0,7.0,HIGH SCHOOL FOR RECORDING ARTS     ,10.0,HIGH SCHOOL FOR RECORDING ARTS     ,5.0,4.0,0.0,2.0,28.0,40.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,6.0,42.0,58.0,96.0,100.0,62,Ramsey                                       ,32,11 
21-22,4043.0,7.0,MATH AND SCIENCE ACADEMY           ,0.0,District Totals,2.0,0.0,2.0,7.0,7.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,13.0,2.0,2.0,26.0,31.0,31.0,57.0,82,Washington                                   , ,11 
21-22,4043.0,7.0,MATH AND SCIENCE ACADEMY           ,10.0,MATH AND SCIENCE ACADEMY           ,2.0,0.0,2.0,7.0,7.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,13.0,2.0,2.0,26.0,31.0,31.0,57.0,82,Washington                                   ,33,11 
21-22,4049.0,7.0,NORTHWEST PASSAGE HIGH SCHOOL      ,0.0,District Totals,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,14.0,6.0,3.0,1.0,21.0,10.0,11.0,31.0,02,Anoka                                        , ,11 
21-22,4049.0,7.0,NORTHWEST PASSAGE HIGH SCHOOL      ,10.0,NORTHWEST PASSAGE HIGH SCHOOL      ,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,14.0,6.0,3.0,1.0,21.0,10.0,11.0,31.0,02,Anoka                                        ,33,11 
21-22,4053.0,7.0,NORTH LAKES ACADEMY                ,0.0,District Totals,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,9.0,0.0,0.0,13.0,12.0,3.0,25.0,82,Washington                                   , ,11 
21-22,4053.0,7.0,NORTH LAKES ACADEMY                ,20.0,North Lakes Academy Upper School   ,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,9.0,0.0,0.0,13.0,12.0,3.0,25.0,82,Washington                                   ,33,11 
21-22,4054.0,7.0,La Crescent Montessori & STEM Schoo,0.0,District Totals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,28,Houston                                      , ,10 
21-22,4054.0,7.0,La Crescent Montessori & STEM Schoo,20.0,La Crescent Sec Montessori/STEM    ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,28,Houston                                      ,33,10 
21-22,4056.0,7.0,Rosa Parks Charter High School     ,0.0,District Totals,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,7.0,3.0,2.0,10.0,55,Olmsted                                      , ,10 
21-22,4056.0,7.0,Rosa Parks Charter High School     ,10.0,Rosa Parks Charter High School     ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,7.0,3.0,2.0,10.0,55,Olmsted                                      ,32,10 
21-22,4057.0,7.0,EL COLEGIO CHARTER SCHOOL          ,0.0,District Totals,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,14.0,14.0,27,Hennepin                                     , ,11 
21-22,4057.0,7.0,EL COLEGIO CHARTER SCHOOL          ,10.0,EL COLEGIO CHARTER SCHOOL          ,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,14.0,14.0,27,Hennepin                                     ,32,11 
21-22,4059.0,7.0,CROSSLAKE COMMUNITY CHARTER SCHOOL ,0.0,District Totals,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,22.0,0.0,2.0,19.0,26.0,7.0,45.0,18,Crow Wing                                    , ,05 
21-22,4059.0,7.0,CROSSLAKE COMMUNITY CHARTER SCHOOL ,20.0,Crosslake Community 6-12 Online    ,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,22.0,0.0,2.0,19.0,26.0,7.0,45.0,18,Crow Wing                                    ,46,05 
21-22,4064.0,7.0,Riverway Learning Community Charter,0.0,District Totals,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,5.0,2.0,1.0,7.0,85,Winona                                       , ,10 
21-22,4064.0,7.0,Riverway Learning Community Charter,20.0,RIVERWAY SECONDARY                 ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,5.0,2.0,1.0,7.0,85,Winona                                       ,33,10 
21-22,4066.0,7.0,Kato Public Charter School         ,0.0,District Totals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,4.0,3.0,5.0,07,Blue Earth                                   , ,09 
21-22,4066.0,7.0,Kato Public Charter School         ,10.0,Kato Public Charter School         ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,4.0,3.0,5.0,07,Blue Earth                                   ,33,09 
21-22,4074.0,7.0,AFSA HIGH SCHOOL                   ,0.0,District Totals,0.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,22.0,18.0,2.0,0.0,29.0,25.0,14.0,54.0,62,Ramsey                                       , ,11 
21-22,4074.0,7.0,AFSA HIGH SCHOOL                   ,10.0,AFSA HIGH SCHOOL                   ,0.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,22.0,18.0,2.0,0.0,29.0,25.0,14.0,54.0,62,Ramsey                                       ,33,11 
21-22,4075.0,7.0,AVALON SCHOOL                      ,0.0,District Totals,3.0,4.0,0.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,19.0,16.0,0.0,3.0,25.0,28.0,18.0,53.0,62,Ramsey                                       , ,11 
21-22,4075.0,7.0,AVALON SCHOOL                      ,10.0,AVALON SCHOOL                      ,3.0,4.0,0.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,19.0,16.0,0.0,3.0,25.0,28.0,18.0,53.0,62,Ramsey                                       ,32,11 
21-22,4080.0,7.0,PILLAGER AREA CHARTER SCHOOL       ,0.0,District Totals,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,3.0,11,Cass                                         , ,05 
21-22,4080.0,7.0,PILLAGER AREA CHARTER SCHOOL       ,10.0,PILLAGER AREA CHARTER SCHOOL       ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,3.0,11,Cass                                         ,33,05 
21-22,4081.0,7.0,Discovery Public School - Faribault,0.0,District Totals,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,3.0,2.0,6.0,66,Rice                                         , ,10 
21-22,4081.0,7.0,Discovery Public School - Faribault,10.0,Discovery Public School - Faribault,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,3.0,2.0,6.0,66,Rice                                         ,33,10 
21-22,4082.0,7.0,BLUESKY CHARTER SCHOOL             ,0.0,District Totals,1.0,6.0,2.0,5.0,6.0,0.0,4.0,7.0,0.0,0.0,1.0,0.0,46.0,58.0,3.0,6.0,63.0,82.0,41.0,145.0,27,Hennepin                                     , ,11 
21-22,4082.0,7.0,BLUESKY CHARTER SCHOOL             ,10.0,BLUESKY CHARTER SCHOOL             ,1.0,6.0,2.0,5.0,6.0,0.0,4.0,7.0,0.0,0.0,1.0,0.0,46.0,58.0,3.0,6.0,63.0,82.0,41.0,145.0,27,Hennepin                                     ,46,11 
21-22,4085.0,7.0,HARBOR CITY INTERNATIONAL CHARTER  ,0.0,District Totals,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,15.0,1.0,2.0,21.0,19.0,7.0,40.0,69,St. Louis                                    , ,03 
21-22,4085.0,7.0,HARBOR CITY INTERNATIONAL CHARTER  ,10.0,HARBOR CITY INTERNATIONAL CHARTER  ,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,15.0,1.0,2.0,21.0,19.0,7.0,40.0,69,St. Louis                                    ,32,03 
21-22,4087.0,7.0,SAGE ACADEMY CHARTER SCHOOL        ,0.0,District Totals,0.0,0.0,0.0,0.0,3.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,5.0,8.0,11.0,13.0,27,Hennepin                                     , ,11 
21-22,4087.0,7.0,SAGE ACADEMY CHARTER SCHOOL        ,10.0,SAGE ACADEMY CHARTER SCHOOL        ,0.0,0.0,0.0,0.0,3.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,5.0,8.0,11.0,13.0,27,Hennepin                                     ,32,11 
21-22,4091.0,7.0,ARCADIA CHARTER SCHOOL             ,0.0,District Totals,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,1.0,7.0,7.0,3.0,14.0,66,Rice                                         , ,10 
21-22,4091.0,7.0,ARCADIA CHARTER SCHOOL             ,10.0,ARCADIA CHARTER SCHOOL             ,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,1.0,7.0,7.0,3.0,14.0,66,Rice                                         ,33,10 
21-22,4092.0,7.0,WATERSHED HIGH SCHOOL              ,0.0,District Totals,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,5.0,4.0,5.0,9.0,27,Hennepin                                     , ,11 
21-22,4092.0,7.0,WATERSHED HIGH SCHOOL              ,10.0,WATERSHED HIGH SCHOOL              ,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,5.0,4.0,5.0,9.0,27,Hennepin                                     ,32,11 
21-22,4093.0,7.0,New Century Academy                ,0.0,District Totals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,16.0,0.0,0.0,7.0,19.0,3.0,26.0,43,McLeod                                       , ,06E
21-22,4093.0,7.0,New Century Academy                ,10.0,New Century Academy                ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,16.0,0.0,0.0,7.0,19.0,3.0,26.0,43,McLeod                                       ,33,06E
21-22,4095.0,7.0,TRIO WOLF CREEK DISTANCE LEARNING  ,0.0,District Totals,0.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,17.0,29.0,0.0,0.0,19.0,33.0,6.0,52.0,13,Chisago                                      , ,07E
21-22,4095.0,7.0,TRIO WOLF CREEK DISTANCE LEARNING  ,10.0,TRIO WOLF CREEK DISTANCE LEARNING  ,0.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,17.0,29.0,0.0,0.0,19.0,33.0,6.0,52.0,13,Chisago                                      ,46,07E
21-22,4098.0,7.0,Nova Classical Academy             ,0.0,District Totals,0.0,1.0,2.0,2.0,2.0,5.0,2.0,4.0,0.0,0.0,0.0,0.0,22.0,18.0,5.0,1.0,33.0,31.0,24.0,64.0,62,Ramsey                                       , ,11 
21-22,4098.0,7.0,Nova Classical Academy             ,20.0,NOVA CLASSICAL ACADEMY UPPER SCHOOL,0.0,1.0,2.0,2.0,2.0,5.0,2.0,4.0,0.0,0.0,0.0,0.0,22.0,18.0,5.0,1.0,33.0,31.0,24.0,64.0,62,Ramsey                                       ,33,11 
21-22,4102.0,7.0,MINNESOTA INTERNSHIP CENTER        ,0.0,District Totals,0.0,0.0,1.0,0.0,19.0,27.0,1.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,26.0,35.0,59.0,61.0,27,Hennepin                                     , ,11 
21-22,4102.0,7.0,MINNESOTA INTERNSHIP CENTER        ,10.0,RONDO CAMPUS                       ,0.0,0.0,1.0,0.0,7.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,6.0,17.0,17.0,27,Hennepin                                     ,32,11 
21-22,4102.0,7.0,MINNESOTA INTERNSHIP CENTER        ,15.0,UNITY CAMPUS                       ,0.0,0.0,0.0,0.0,6.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,17.0,17.0,27,Hennepin                                     ,32,11 
21-22,4102.0,7.0,MINNESOTA INTERNSHIP CENTER        ,20.0,DOWNTOWN CAMPUS                    ,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,8.0,11.0,12.0,27,Hennepin                                     ,32,11 
21-22,4102.0,7.0,MINNESOTA INTERNSHIP CENTER        ,55.0,SOAR Campus                        ,0.0,0.0,0.0,0.0,2.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,5.0,10.0,14.0,15.0,27,Hennepin                                     ,32,11 
21-22,4103.0,7.0,HMONG COLLEGE PREP ACADEMY         ,0.0,District Totals,0.0,0.0,95.0,61.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,62.0,158.0,158.0,62,Ramsey                                       , ,11 
21-22,4103.0,7.0,HMONG COLLEGE PREP ACADEMY         ,10.0,HMONG COLLEGE PREP ACADEMY HS      ,0.0,0.0,94.0,61.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,62.0,157.0,157.0,62,Ramsey                                       ,32,11 
21-22,4103.0,7.0,HMONG COLLEGE PREP ACADEMY         ,40.0,HCPA ESY Program                   ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,62,Ramsey                                       ,51,11 
21-22,4104.0,7.0,Paladin Career and Tech High School,0.0,District Totals,0.0,1.0,1.0,0.0,15.0,9.0,2.0,4.0,0.0,0.0,0.0,0.0,7.0,10.0,1.0,3.0,26.0,27.0,36.0,53.0,02,Anoka                                        , ,11 
21-22,4104.0,7.0,Paladin Career and Tech High School,10.0,Paladin Career and Tech High School,0.0,1.0,1.0,0.0,15.0,9.0,2.0,4.0,0.0,0.0,0.0,0.0,7.0,10.0,1.0,3.0,26.0,27.0,36.0,53.0,02,Anoka                                        ,32,11 
21-22,4105.0,7.0,GREAT RIVER SCHOOL                 ,0.0,District Totals,1.0,0.0,2.0,2.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,21.0,25.0,0.0,2.0,29.0,35.0,18.0,64.0,62,Ramsey                                       , ,11 
21-22,4105.0,7.0,GREAT RIVER SCHOOL                 ,10.0,GREAT RIVER SCHOOL                 ,1.0,0.0,2.0,2.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,21.0,25.0,0.0,2.0,29.0,35.0,18.0,64.0,62,Ramsey                                       ,33,11 
21-22,4106.0,7.0,TREKNORTH HIGH SCHOOL              ,0.0,District Totals,5.0,8.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,3.0,1.0,0.0,14.0,13.0,17.0,27.0,04,Beltrami                                     , ,02 
21-22,4106.0,7.0,TREKNORTH HIGH SCHOOL              ,10.0,TREKNORTH HIGH SCHOOL              ,5.0,8.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,3.0,1.0,0.0,14.0,13.0,17.0,27.0,04,Beltrami                                     ,32,02 
21-22,4107.0,7.0,VOYAGEURS EXPEDITIONARY            ,0.0,District Totals,1.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,10.0,9.0,12.0,04,Beltrami                                     , ,02 
21-22,4107.0,7.0,VOYAGEURS EXPEDITIONARY            ,10.0,Voyageurs Expeditionary School     ,1.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,10.0,9.0,12.0,04,Beltrami                                     ,32,02 
21-22,4110.0,7.0,PIM Arts High School               ,0.0,District Totals,0.0,2.0,0.0,0.0,2.0,2.0,3.0,7.0,0.0,0.0,0.0,0.0,22.0,48.0,2.0,8.0,29.0,67.0,26.0,96.0,27,Hennepin                                     , ,11 
21-22,4110.0,7.0,PIM Arts High School               ,10.0,PIM Arts High School               ,0.0,2.0,0.0,0.0,2.0,2.0,3.0,7.0,0.0,0.0,0.0,0.0,22.0,48.0,2.0,8.0,29.0,67.0,26.0,96.0,27,Hennepin                                     ,32,11 
21-22,4111.0,7.0,AUGSBURG FAIRVIEW ACADEMY          ,0.0,District Totals,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,27,Hennepin                                     , ,11 
21-22,4111.0,7.0,AUGSBURG FAIRVIEW ACADEMY          ,10.0,AUGSBURG FAIRVIEW ACADEMY          ,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,27,Hennepin                                     ,32,11 
21-22,4112.0,7.0,ST PAUL CONSERVATORY PERFORMING ART,0.0,District Totals,2.0,0.0,1.0,0.0,1.0,6.0,2.0,9.0,0.0,0.0,0.0,0.0,21.0,45.0,3.0,3.0,30.0,63.0,27.0,93.0,62,Ramsey                                       , ,11 
21-22,4112.0,7.0,ST PAUL CONSERVATORY PERFORMING ART,10.0,ST PAUL CONSERVATORY PERFORMING ART,2.0,0.0,1.0,0.0,1.0,6.0,2.0,9.0,0.0,0.0,0.0,0.0,21.0,45.0,3.0,3.0,30.0,63.0,27.0,93.0,62,Ramsey                                       ,32,11 
21-22,4116.0,7.0,Lakes International Language Academ,0.0,District Totals,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,1.0,0.0,0.0,19.0,20.0,0.0,0.0,21.0,28.0,10.0,49.0,82,Washington                                   , ,11 
21-22,4116.0,7.0,Lakes International Language Academ,20.0,Lakes Intl Language Acad-Headwaters,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,1.0,0.0,0.0,19.0,20.0,0.0,0.0,21.0,28.0,10.0,49.0,82,Washington                                   ,33,11 
21-22,4118.0,7.0,KALEIDOSCOPE CHARTER SCHOOL        ,0.0,District Totals,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,9.0,0.0,1.0,13.0,10.0,2.0,23.0,86,Wright                                       , ,07W
21-22,4118.0,7.0,KALEIDOSCOPE CHARTER SCHOOL        ,20.0,Kaleidoscope Charter High School   ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,9.0,0.0,1.0,13.0,10.0,2.0,23.0,86,Wright                                       ,32,07W
21-22,4119.0,7.0,ACADEMIC ARTS HIGH SCHOOL          ,0.0,District Totals,1.0,0.0,0.0,2.0,3.0,0.0,6.0,6.0,0.0,0.0,1.0,0.0,9.0,5.0,0.0,0.0,20.0,13.0,19.0,33.0,19,Dakota                                       , ,11 
21-22,4119.0,7.0,ACADEMIC ARTS HIGH SCHOOL          ,10.0,ACADEMIC ARTS HIGH SCHOOL          ,1.0,0.0,0.0,2.0,3.0,0.0,6.0,6.0,0.0,0.0,1.0,0.0,9.0,5.0,0.0,0.0,20.0,13.0,19.0,33.0,19,Dakota                                       ,33,11 
21-22,4120.0,7.0,ST. CROIX PREPARATORY ACADEMY      ,0.0,District Totals,0.0,0.0,3.0,2.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,29.0,40.0,2.0,2.0,36.0,48.0,15.0,84.0,82,Washington                                   , ,11 
21-22,4120.0,7.0,ST. CROIX PREPARATORY ACADEMY      ,30.0,ST. CROIX PREPARATORY ACADEMY UPPER,0.0,0.0,3.0,2.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,29.0,40.0,2.0,2.0,36.0,48.0,15.0,84.0,82,Washington                                   ,32,11 
21-22,4121.0,7.0,UBAH MEDICAL ACADEMY CHARTER SCHOOL,0.0,District Totals,0.0,0.0,0.0,0.0,31.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,32.0,40.0,71.0,72.0,27,Hennepin                                     , ,11 
21-22,4121.0,7.0,UBAH MEDICAL ACADEMY CHARTER SCHOOL,10.0,UBAH MEDICAL ACADEMY CHARTER SCHOOL,0.0,0.0,0.0,0.0,31.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,32.0,40.0,71.0,72.0,27,Hennepin                                     ,32,11 
21-22,4122.0,7.0,EAGLE RIDGE ACADEMY CHARTER SCHOOL ,0.0,District Totals,0.0,0.0,3.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,17.0,2.0,0.0,17.0,22.0,13.0,39.0,27,Hennepin                                     , ,11 
21-22,4122.0,7.0,EAGLE RIDGE ACADEMY CHARTER SCHOOL ,10.0,EAGLE RIDGE ACADEMY CHARTER SCHOOL ,0.0,0.0,3.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,17.0,2.0,0.0,17.0,22.0,13.0,39.0,27,Hennepin                                     ,33,11 
21-22,4126.0,7.0,PRAIRIE SEEDS ACADEMY              ,0.0,District Totals,0.0,0.0,20.0,9.0,3.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,14.0,38.0,38.0,27,Hennepin                                     , ,11 
21-22,4126.0,7.0,PRAIRIE SEEDS ACADEMY              ,40.0,Prairie Seeds High School Academy  ,0.0,0.0,20.0,9.0,3.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,14.0,38.0,38.0,27,Hennepin                                     ,32,11 
21-22,4131.0,7.0,METRO SCHOOLS CHARTER              ,0.0,District Totals,0.0,0.0,0.0,0.0,44.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,40.0,84.0,84.0,27,Hennepin                                     , ,11 
21-22,4131.0,7.0,METRO SCHOOLS CHARTER              ,10.0,Metro College Prep                 ,0.0,0.0,0.0,0.0,44.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,40.0,84.0,84.0,27,Hennepin                                     ,32,11 
21-22,4132.0,7.0,Twin Cities Academy                ,0.0,District Totals,1.0,0.0,4.0,8.0,9.0,3.0,2.0,6.0,0.0,0.0,0.0,0.0,9.0,7.0,0.0,1.0,25.0,25.0,34.0,50.0,62,Ramsey                                       , ,11 
21-22,4132.0,7.0,Twin Cities Academy                ,10.0,TWIN CITIES ACADEMY                ,1.0,0.0,4.0,8.0,9.0,3.0,2.0,6.0,0.0,0.0,0.0,0.0,9.0,7.0,0.0,1.0,25.0,25.0,34.0,50.0,62,Ramsey                                       ,33,11 
